Date,Store,Daily Sales,Industry Average,Global Average
2025-02-09,Central,867,1407.0,1552.0
2025-02-09,Northeast,1737,1407.0,1552.0
2025-02-09,Southwest,1617,1407.0,1552.0
2025-02-10,Central,1039,1580.33,1622.33
2025-02-10,Northeast,1951,1580.33,1622.33
2025-02-10,Southwest,1751,1580.33,1622.33
2025-02-11,Central,535,1131.33,1243.33
2025-02-11,Northeast,1501,1131.33,1243.33
2025-02-11,Southwest,1358,1131.33,1243.33
2025-02-12,Central,1422,1429.33,1538.33
2025-02-12,Northeast,873,1429.33,1538.33
2025-02-12,Southwest,1993,1429.33,1538.33
2025-02-13,Central,973,1071.0,1017.0
2025-02-13,Northeast,662,1071.0,1017.0
2025-02-13,Southwest,1578,1071.0,1017.0
2025-02-14,Central,1628,1276.33,1414.33
2025-02-14,Northeast,569,1276.33,1414.33
2025-02-14,Southwest,1632,1276.33,1414.33
2025-02-15,Central,1244,1053.0,1018.0
2025-02-15,Northeast,557,1053.0,1018.0
2025-02-15,Southwest,1358,1053.0,1018.0
2025-02-16,Central,941,1204.33,1112.33
2025-02-16,Northeast,1110,1204.33,1112.33
2025-02-16,Southwest,1562,1204.33,1112.33
2025-02-17,Central,1636,1247.33,1151.33
2025-02-17,Northeast,1085,1247.33,1151.33
2025-02-17,Southwest,1021,1247.33,1151.33
2025-02-18,Central,1184,1320.67,1414.67
2025-02-18,Northeast,1340,1320.67,1414.67
2025-02-18,Southwest,1438,1320.67,1414.67
2025-02-19,Central,584,1175.33,1192.33
2025-02-19,Northeast,1315,1175.33,1192.33
2025-02-19,Southwest,1627,1175.33,1192.33
2025-02-20,Central,1477,1088.0,1098.0
2025-02-20,Northeast,1147,1088.0,1098.0
2025-02-20,Southwest,640,1088.0,1098.0
2025-02-21,Central,990,1119.33,1071.33
2025-02-21,Northeast,1111,1119.33,1071.33
2025-02-21,Southwest,1257,1119.33,1071.33
2025-02-22,Central,1146,992.33,960.33
2025-02-22,Northeast,691,992.33,960.33
2025-02-22,Southwest,1140,992.33,960.33
2025-02-23,Central,1846,1551.67,1511.67
2025-02-23,Northeast,1382,1551.67,1511.67
2025-02-23,Southwest,1427,1551.67,1511.67
2025-02-24,Central,858,1206.0,1162.0
2025-02-24,Northeast,1718,1206.0,1162.0
2025-02-24,Southwest,1042,1206.0,1162.0
2025-02-25,Central,780,764.0,807.0
2025-02-25,Northeast,760,764.0,807.0
2025-02-25,Southwest,752,764.0,807.0
2025-02-26,Central,1089,1212.67,1336.67
2025-02-26,Northeast,792,1212.67,1336.67
2025-02-26,Southwest,1757,1212.67,1336.67
2025-02-27,Central,1368,1376.67,1421.67
2025-02-27,Northeast,1470,1376.67,1421.67
2025-02-27,Southwest,1292,1376.67,1421.67
2025-02-28,Central,992,1072.67,1080.67
2025-02-28,Northeast,1544,1072.67,1080.67
2025-02-28,Southwest,682,1072.67,1080.67
2025-03-01,Central,1890,1263.33,1177.33
2025-03-01,Northeast,622,1263.33,1177.33
2025-03-01,Southwest,1278,1263.33,1177.33
2025-03-02,Central,588,962.0,910.0
2025-03-02,Northeast,601,962.0,910.0
2025-03-02,Southwest,1697,962.0,910.0
2025-03-03,Central,1122,1550.67,1595.67
2025-03-03,Northeast,1604,1550.67,1595.67
2025-03-03,Southwest,1926,1550.67,1595.67
2025-03-04,Central,1795,1636.67,1771.67
2025-03-04,Northeast,1333,1636.67,1771.67
2025-03-04,Southwest,1782,1636.67,1771.67
2025-03-05,Central,1858,1224.0,1113.0
2025-03-05,Northeast,688,1224.0,1113.0
2025-03-05,Southwest,1126,1224.0,1113.0
2025-03-06,Central,1718,1393.67,1267.67
2025-03-06,Northeast,1414,1393.67,1267.67
2025-03-06,Southwest,1049,1393.67,1267.67
2025-03-07,Central,1792,1267.33,1165.33
2025-03-07,Northeast,1165,1267.33,1165.33
2025-03-07,Southwest,845,1267.33,1165.33
2025-03-08,Central,1170,1176.33,1227.33
2025-03-08,Northeast,1551,1176.33,1227.33
2025-03-08,Southwest,808,1176.33,1227.33
2025-03-09,Central,927,1385.67,1410.67
2025-03-09,Northeast,1261,1385.67,1410.67
2025-03-09,Southwest,1969,1385.67,1410.67
2025-03-10,Central,1186,1280.67,1234.67
2025-03-10,Northeast,1078,1280.67,1234.67
2025-03-10,Southwest,1578,1280.67,1234.67
2025-03-11,Central,1415,1280.0,1221.0
2025-03-11,Northeast,1662,1280.0,1221.0
2025-03-11,Southwest,763,1280.0,1221.0
2025-03-12,Central,1373,1221.33,1212.33
2025-03-12,Northeast,1117,1221.33,1212.33
2025-03-12,Southwest,1174,1221.33,1212.33
2025-03-13,Central,500,1114.67,1259.67
2025-03-13,Northeast,1641,1114.67,1259.67
2025-03-13,Southwest,1203,1114.67,1259.67
2025-03-14,Central,1990,1475.33,1598.33
2025-03-14,Northeast,584,1475.33,1598.33
2025-03-14,Southwest,1852,1475.33,1598.33
2025-03-15,Central,928,1022.33,1114.33
2025-03-15,Northeast,957,1022.33,1114.33
2025-03-15,Southwest,1182,1022.33,1114.33
2025-03-16,Central,678,998.67,1131.67
2025-03-16,Northeast,1730,998.67,1131.67
2025-03-16,Southwest,588,998.67,1131.67
2025-03-17,Central,560,1045.67,927.67
2025-03-17,Northeast,1910,1045.67,927.67
2025-03-17,Southwest,667,1045.67,927.67
2025-03-18,Central,1803,1378.67,1328.67
2025-03-18,Northeast,608,1378.67,1328.67
2025-03-18,Southwest,1725,1378.67,1328.67
2025-03-19,Central,1020,1198.33,1240.33
2025-03-19,Northeast,1277,1198.33,1240.33
2025-03-19,Southwest,1298,1198.33,1240.33
2025-03-20,Central,644,1196.0,1247.0
2025-03-20,Northeast,1860,1196.0,1247.0
2025-03-20,Southwest,1084,1196.0,1247.0
2025-03-21,Central,1208,1216.0,1275.0
2025-03-21,Northeast,1934,1216.0,1275.0
2025-03-21,Southwest,506,1216.0,1275.0
2025-03-22,Central,1936,1259.33,1178.33
2025-03-22,Northeast,527,1259.33,1178.33
2025-03-22,Southwest,1315,1259.33,1178.33
2025-03-23,Central,1602,1552.0,1499.0
2025-03-23,Northeast,1723,1552.0,1499.0
2025-03-23,Southwest,1331,1552.0,1499.0
2025-03-24,Central,1310,1146.67,1163.67
2025-03-24,Northeast,952,1146.67,1163.67
2025-03-24,Southwest,1178,1146.67,1163.67
2025-03-25,Central,1703,1677.33,1576.33
2025-03-25,Northeast,1912,1677.33,1576.33
2025-03-25,Southwest,1417,1677.33,1576.33
2025-03-26,Central,1113,1316.33,1312.33
2025-03-26,Northeast,959,1316.33,1312.33
2025-03-26,Southwest,1877,1316.33,1312.33
2025-03-27,Central,598,1268.67,1330.67
2025-03-27,Northeast,1931,1268.67,1330.67
2025-03-27,Southwest,1277,1268.67,1330.67
2025-03-28,Central,1320,1084.0,1004.0
2025-03-28,Northeast,1320,1084.0,1004.0
2025-03-28,Southwest,612,1084.0,1004.0
2025-03-29,Central,1419,1252.0,1385.0
2025-03-29,Northeast,943,1252.0,1385.0
2025-03-29,Southwest,1394,1252.0,1385.0
2025-03-30,Central,1891,1268.0,1288.0
2025-03-30,Northeast,1340,1268.0,1288.0
2025-03-30,Southwest,573,1268.0,1288.0
2025-03-31,Central,1151,1317.33,1189.33
2025-03-31,Northeast,1303,1317.33,1189.33
2025-03-31,Southwest,1498,1317.33,1189.33
2025-04-01,Central,1870,1644.33,1758.33
2025-04-01,Northeast,1417,1644.33,1758.33
2025-04-01,Southwest,1646,1644.33,1758.33
2025-04-02,Central,665,1178.33,1049.33
2025-04-02,Northeast,1064,1178.33,1049.33
2025-04-02,Southwest,1806,1178.33,1049.33
2025-04-03,Central,530,808.33,787.33
2025-04-03,Northeast,954,808.33,787.33
2025-04-03,Southwest,941,808.33,787.33
2025-04-04,Central,660,924.33,834.33
2025-04-04,Northeast,500,924.33,834.33
2025-04-04,Southwest,1613,924.33,834.33
2025-04-05,Central,1344,1090.33,950.33
2025-04-05,Northeast,746,1090.33,950.33
2025-04-05,Southwest,1181,1090.33,950.33
2025-04-06,Central,1720,1698.33,1657.33
2025-04-06,Northeast,1820,1698.33,1657.33
2025-04-06,Southwest,1555,1698.33,1657.33
2025-04-07,Central,1258,1535.33,1677.33
2025-04-07,Northeast,1468,1535.33,1677.33
2025-04-07,Southwest,1880,1535.33,1677.33
2025-04-08,Central,844,1430.33,1423.33
2025-04-08,Northeast,1844,1430.33,1423.33
2025-04-08,Southwest,1603,1430.33,1423.33
2025-04-09,Central,1614,1458.67,1595.67
2025-04-09,Northeast,1390,1458.67,1595.67
2025-04-09,Southwest,1372,1458.67,1595.67
2025-04-10,Central,1445,1440.0,1454.0
2025-04-10,Northeast,1030,1440.0,1454.0
2025-04-10,Southwest,1845,1440.0,1454.0
2025-04-11,Central,1935,1265.0,1328.0
2025-04-11,Northeast,1326,1265.0,1328.0
2025-04-11,Southwest,534,1265.0,1328.0
2025-04-12,Central,1672,1413.33,1514.33
2025-04-12,Northeast,756,1413.33,1514.33
2025-04-12,Southwest,1812,1413.33,1514.33
2025-04-13,Central,1853,1172.33,1254.33
2025-04-13,Northeast,831,1172.33,1254.33
2025-04-13,Southwest,833,1172.33,1254.33
2025-04-14,Central,1705,999.67,1133.67
2025-04-14,Northeast,650,999.67,1133.67
2025-04-14,Southwest,644,999.67,1133.67
2025-04-15,Central,1497,1398.0,1308.0
2025-04-15,Northeast,1594,1398.0,1308.0
2025-04-15,Southwest,1103,1398.0,1308.0
2025-04-16,Central,1243,1174.33,1176.33
2025-04-16,Northeast,835,1174.33,1176.33
2025-04-16,Southwest,1445,1174.33,1176.33
2025-04-17,Central,1564,1465.33,1532.33
2025-04-17,Northeast,1770,1465.33,1532.33
2025-04-17,Southwest,1062,1465.33,1532.33
2025-04-18,Central,1642,1451.0,1582.0
2025-04-18,Northeast,963,1451.0,1582.0
2025-04-18,Southwest,1748,1451.0,1582.0
2025-04-19,Central,643,1005.0,1118.0
2025-04-19,Northeast,620,1005.0,1118.0
2025-04-19,Southwest,1752,1005.0,1118.0
2025-04-20,Central,1081,1097.67,1014.67
2025-04-20,Northeast,760,1097.67,1014.67
2025-04-20,Southwest,1452,1097.67,1014.67
2025-04-21,Central,695,1325.0,1326.0
2025-04-21,Northeast,1721,1325.0,1326.0
2025-04-21,Southwest,1559,1325.0,1326.0
2025-04-22,Central,610,1172.0,1135.0
2025-04-22,Northeast,1069,1172.0,1135.0
2025-04-22,Southwest,1837,1172.0,1135.0
2025-04-23,Central,1955,1272.67,1338.67
2025-04-23,Northeast,1078,1272.67,1338.67
2025-04-23,Southwest,785,1272.67,1338.67
2025-04-24,Central,779,1035.0,968.0
2025-04-24,Northeast,829,1035.0,968.0
2025-04-24,Southwest,1497,1035.0,968.0
2025-04-25,Central,695,956.33,811.33
2025-04-25,Northeast,867,956.33,811.33
2025-04-25,Southwest,1307,956.33,811.33
2025-04-26,Central,1568,1104.67,1191.67
2025-04-26,Northeast,969,1104.67,1191.67
2025-04-26,Southwest,777,1104.67,1191.67
2025-04-27,Central,972,794.33,817.33
2025-04-27,Northeast,556,794.33,817.33
2025-04-27,Southwest,855,794.33,817.33
2025-04-28,Central,858,900.33,1024.33
2025-04-28,Northeast,789,900.33,1024.33
2025-04-28,Southwest,1054,900.33,1024.33
2025-04-29,Central,1788,1517.33,1424.33
2025-04-29,Northeast,1982,1517.33,1424.33
2025-04-29,Southwest,782,1517.33,1424.33
2025-04-30,Central,1489,1359.0,1357.0
2025-04-30,Northeast,1570,1359.0,1357.0
2025-04-30,Southwest,1018,1359.0,1357.0
2025-05-01,Central,642,1007.33,877.33
2025-05-01,Northeast,670,1007.33,877.33
2025-05-01,Southwest,1710,1007.33,877.33
2025-05-02,Central,661,949.33,863.33
2025-05-02,Northeast,1138,949.33,863.33
2025-05-02,Southwest,1049,949.33,863.33
2025-05-03,Central,769,1237.67,1225.67
2025-05-03,Northeast,1875,1237.67,1225.67
2025-05-03,Southwest,1069,1237.67,1225.67
2025-05-04,Central,1815,1164.33,1048.33
2025-05-04,Northeast,819,1164.33,1048.33
2025-05-04,Southwest,859,1164.33,1048.33
2025-05-05,Central,525,935.0,899.0
2025-05-05,Northeast,741,935.0,899.0
2025-05-05,Southwest,1539,935.0,899.0
2025-05-06,Central,1822,1408.0,1441.0
2025-05-06,Northeast,1338,1408.0,1441.0
2025-05-06,Southwest,1064,1408.0,1441.0
2025-05-07,Central,1120,1472.0,1372.0
2025-05-07,Northeast,1521,1472.0,1372.0
2025-05-07,Southwest,1775,1472.0,1372.0
2025-05-08,Central,965,801.0,654.0
2025-05-08,Northeast,814,801.0,654.0
2025-05-08,Southwest,624,801.0,654.0
2025-05-09,Central,1673,1113.33,1258.33
2025-05-09,Northeast,969,1113.33,1258.33
2025-05-09,Southwest,698,1113.33,1258.33
2025-05-10,Central,1131,1058.67,973.67
2025-05-10,Northeast,1448,1058.67,973.67
2025-05-10,Southwest,597,1058.67,973.67
2025-05-11,Central,1297,1179.33,1046.33
2025-05-11,Northeast,792,1179.33,1046.33
2025-05-11,Southwest,1449,1179.33,1046.33
2025-05-12,Central,978,1195.67,1049.67
2025-05-12,Northeast,1332,1195.67,1049.67
2025-05-12,Southwest,1277,1195.67,1049.67
2025-05-13,Central,1359,1363.67,1289.67
2025-05-13,Northeast,1023,1363.67,1289.67
2025-05-13,Southwest,1709,1363.67,1289.67
2025-05-14,Central,1818,1240.0,1179.0
2025-05-14,Northeast,516,1240.0,1179.0
2025-05-14,Southwest,1386,1240.0,1179.0
2025-05-15,Central,1417,1476.67,1370.67
2025-05-15,Northeast,1241,1476.67,1370.67
2025-05-15,Southwest,1772,1476.67,1370.67
2025-05-16,Central,713,921.0,844.0
2025-05-16,Northeast,670,921.0,844.0
2025-05-16,Southwest,1380,921.0,844.0
2025-05-17,Central,1772,1303.67,1270.67
2025-05-17,Northeast,974,1303.67,1270.67
2025-05-17,Southwest,1165,1303.67,1270.67
2025-05-18,Central,951,1021.67,1086.67
2025-05-18,Northeast,830,1021.67,1086.67
2025-05-18,Southwest,1284,1021.67,1086.67
2025-05-19,Central,1417,1366.67,1245.67
2025-05-19,Northeast,1534,1366.67,1245.67
2025-05-19,Southwest,1149,1366.67,1245.67
2025-05-20,Central,1996,1591.67,1610.67
2025-05-20,Northeast,991,1591.67,1610.67
2025-05-20,Southwest,1788,1591.67,1610.67
2025-05-21,Central,1494,1430.33,1490.33
2025-05-21,Northeast,996,1430.33,1490.33
2025-05-21,Southwest,1801,1430.33,1490.33
2025-05-22,Central,779,1154.0,1184.0
2025-05-22,Northeast,1080,1154.0,1184.0
2025-05-22,Southwest,1603,1154.0,1184.0
2025-05-23,Central,758,653.33,761.33
2025-05-23,Northeast,517,653.33,761.33
2025-05-23,Southwest,685,653.33,761.33
2025-05-24,Central,619,1282.0,1430.0
2025-05-24,Northeast,1280,1282.0,1430.0
2025-05-24,Southwest,1947,1282.0,1430.0
2025-05-25,Central,712,1253.33,1153.33
2025-05-25,Northeast,1686,1253.33,1153.33
2025-05-25,Southwest,1362,1253.33,1153.33
2025-05-26,Central,1824,1403.0,1386.0
2025-05-26,Northeast,944,1403.0,1386.0
2025-05-26,Southwest,1441,1403.0,1386.0
2025-05-27,Central,1907,1117.67,1033.67
2025-05-27,Northeast,517,1117.67,1033.67
2025-05-27,Southwest,929,1117.67,1033.67
2025-05-28,Central,1634,1135.67,1204.67
2025-05-28,Northeast,651,1135.67,1204.67
2025-05-28,Southwest,1122,1135.67,1204.67
2025-05-29,Central,1336,1316.33,1441.33
2025-05-29,Northeast,756,1316.33,1441.33
2025-05-29,Southwest,1857,1316.33,1441.33
2025-05-30,Central,1741,1405.0,1360.0
2025-05-30,Northeast,1364,1405.0,1360.0
2025-05-30,Southwest,1110,1405.0,1360.0
2025-05-31,Central,1859,1361.67,1505.67
2025-05-31,Northeast,1679,1361.67,1505.67
2025-05-31,Southwest,547,1361.67,1505.67
2025-06-01,Central,1842,1649.67,1782.67
2025-06-01,Northeast,1250,1649.67,1782.67
2025-06-01,Southwest,1857,1649.67,1782.67
2025-06-02,Central,1162,1435.67,1559.67
2025-06-02,Northeast,1340,1435.67,1559.67
2025-06-02,Southwest,1805,1435.67,1559.67
2025-06-03,Central,1785,1652.0,1502.0
2025-06-03,Northeast,1402,1652.0,1502.0
2025-06-03,Southwest,1769,1652.0,1502.0
2025-06-04,Central,671,1157.0,1153.0
2025-06-04,Northeast,1041,1157.0,1153.0
2025-06-04,Southwest,1759,1157.0,1153.0
2025-06-05,Central,1475,1265.67,1321.67
2025-06-05,Northeast,1094,1265.67,1321.67
2025-06-05,Southwest,1228,1265.67,1321.67
2025-06-06,Central,1865,1728.33,1811.33
2025-06-06,Northeast,1475,1728.33,1811.33
2025-06-06,Southwest,1845,1728.33,1811.33
2025-06-07,Central,1933,1416.67,1440.67
2025-06-07,Northeast,1677,1416.67,1440.67
2025-06-07,Southwest,640,1416.67,1440.67
2025-06-08,Central,1377,991.33,1086.33
2025-06-08,Northeast,705,991.33,1086.33
2025-06-08,Southwest,892,991.33,1086.33
2025-06-09,Central,1111,1164.67,1047.67
2025-06-09,Northeast,545,1164.67,1047.67
2025-06-09,Southwest,1838,1164.67,1047.67
2025-06-10,Central,904,1035.67,1047.67
2025-06-10,Northeast,1246,1035.67,1047.67
2025-06-10,Southwest,957,1035.67,1047.67
2025-06-11,Central,1322,1437.33,1580.33
2025-06-11,Northeast,1682,1437.33,1580.33
2025-06-11,Southwest,1308,1437.33,1580.33
2025-06-12,Central,876,1004.0,873.0
2025-06-12,Northeast,1155,1004.0,873.0
2025-06-12,Southwest,981,1004.0,873.0
2025-06-13,Central,773,1179.0,1224.0
2025-06-13,Northeast,1610,1179.0,1224.0
2025-06-13,Southwest,1154,1179.0,1224.0
2025-06-14,Central,1131,1029.67,1042.67
2025-06-14,Northeast,979,1029.67,1042.67
2025-06-14,Southwest,979,1029.67,1042.67
2025-06-15,Central,509,969.67,961.67
2025-06-15,Northeast,564,969.67,961.67
2025-06-15,Southwest,1836,969.67,961.67
2025-06-16,Central,1079,1370.67,1451.67
2025-06-16,Northeast,1195,1370.67,1451.67
2025-06-16,Southwest,1838,1370.67,1451.67
2025-06-17,Central,1014,1372.67,1245.67
2025-06-17,Northeast,1691,1372.67,1245.67
2025-06-17,Southwest,1413,1372.67,1245.67
2025-06-18,Central,672,839.0,923.0
2025-06-18,Northeast,592,839.0,923.0
2025-06-18,Southwest,1253,839.0,923.0
2025-06-19,Central,1367,1389.33,1475.33
2025-06-19,Northeast,1007,1389.33,1475.33
2025-06-19,Southwest,1794,1389.33,1475.33
2025-06-20,Central,1579,1254.67,1383.67
2025-06-20,Northeast,928,1254.67,1383.67
2025-06-20,Southwest,1257,1254.67,1383.67
2025-06-21,Central,819,1404.67,1519.67
2025-06-21,Northeast,1933,1404.67,1519.67
2025-06-21,Southwest,1462,1404.67,1519.67
2025-06-22,Central,667,987.67,1007.67
2025-06-22,Northeast,853,987.67,1007.67
2025-06-22,Southwest,1443,987.67,1007.67
2025-06-23,Central,1005,1420.33,1348.33
2025-06-23,Northeast,1593,1420.33,1348.33
2025-06-23,Southwest,1663,1420.33,1348.33
2025-06-24,Central,1195,1534.0,1439.0
2025-06-24,Northeast,1907,1534.0,1439.0
2025-06-24,Southwest,1500,1534.0,1439.0
2025-06-25,Central,1614,1145.33,1090.33
2025-06-25,Northeast,738,1145.33,1090.33
2025-06-25,Southwest,1084,1145.33,1090.33
2025-06-26,Central,1350,1301.33,1341.33
2025-06-26,Northeast,783,1301.33,1341.33
2025-06-26,Southwest,1771,1301.33,1341.33
2025-06-27,Central,1483,1457.67,1599.67
2025-06-27,Northeast,1516,1457.67,1599.67
2025-06-27,Southwest,1374,1457.67,1599.67
2025-06-28,Central,1257,930.67,792.67
2025-06-28,Northeast,598,930.67,792.67
2025-06-28,Southwest,937,930.67,792.67
2025-06-29,Central,1847,1298.67,1415.67
2025-06-29,Northeast,1493,1298.67,1415.67
2025-06-29,Southwest,556,1298.67,1415.67
2025-06-30,Central,1586,1509.67,1546.67
2025-06-30,Northeast,1896,1509.67,1546.67
2025-06-30,Southwest,1047,1509.67,1546.67
